"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","302","Positive: Неидемпотентность POST - два запроса с одинаковым телом создают разные объявления","Сервис объявлений","Wed Mar 25 19:57:46 UTC 2026","passed","Wed Mar 25 19:57:46 UTC 2026","Создание объявления","Объявления","",""
"","155","Negative: Создание объявления с отрицательным sellerID","Сервис объявлений","Wed Mar 25 19:57:51 UTC 2026","skipped","Wed Mar 25 19:57:51 UTC 2026","Создание объявления","Объявления","",""
"","158","Negative: Создание объявления с пустым именем","Сервис объявлений","Wed Mar 25 19:57:52 UTC 2026","passed","Wed Mar 25 19:57:52 UTC 2026","Создание объявления","Объявления","",""
"","162","Negative: Создание объявления с sellerID как null","Сервис объявлений","Wed Mar 25 19:57:54 UTC 2026","passed","Wed Mar 25 19:57:55 UTC 2026","Создание объявления","Объявления","",""
"","298","Positive: GET статистики не изменяет счетчик просмотров","Сервис объявлений","Wed Mar 25 19:58:26 UTC 2026","passed","Wed Mar 25 19:58:27 UTC 2026","Получение статистики","Статистика","",""
"","159","Negative: POST /api/1/item с пустым телом","Сервис объявлений","Wed Mar 25 19:58:35 UTC 2026","skipped","Wed Mar 25 19:58:35 UTC 2026","HTTP-контракт","Объявления","",""
"","174","Negative: Получение объявлений с отрицательным sellerID","Сервис объявлений","Wed Mar 25 19:58:25 UTC 2026","skipped","Wed Mar 25 19:58:25 UTC 2026","Получение объявлений продавца","Объявления","",""
"","156","Negative: Создание объявления с likes дробным числом в statistics","Сервис объявлений","Wed Mar 25 19:57:56 UTC 2026","passed","Wed Mar 25 19:57:56 UTC 2026","Создание объявления","Объявления","",""
"","155","Negative: Создание объявления с sellerID = 0","Сервис объявлений","Wed Mar 25 19:57:50 UTC 2026","passed","Wed Mar 25 19:57:51 UTC 2026","Создание объявления","Объявления","",""
"","160","Negative: Создание объявления без поля price","Сервис объявлений","Wed Mar 25 19:57:48 UTC 2026","passed","Wed Mar 25 19:57:48 UTC 2026","Создание объявления","Объявления","",""
"","304","Positive: Идемпотентность GET: два запроса возвращают одинаковый результат","Сервис объявлений","Wed Mar 25 19:58:06 UTC 2026","passed","Wed Mar 25 19:58:06 UTC 2026","Получение объявления","Объявления","",""
"","151","Negative: Создание объявления с отрицательным количеством лайков","Сервис объявлений","Wed Mar 25 19:57:51 UTC 2026","skipped","Wed Mar 25 19:57:51 UTC 2026","Создание объявления","Объявления","",""
"","155","Negative: Создание объявления с contacts строкой в statistics","Сервис объявлений","Wed Mar 25 19:57:55 UTC 2026","passed","Wed Mar 25 19:57:56 UTC 2026","Создание объявления","Объявления","",""
"","155","Negative: POST /api/1/item с невалидным JSON","Сервис объявлений","Wed Mar 25 19:58:35 UTC 2026","skipped","Wed Mar 25 19:58:35 UTC 2026","HTTP-контракт","Объявления","",""
"","163","Positive: Создание объявления с нулевой статистикой","Сервис объявлений","Wed Mar 25 19:57:46 UTC 2026","skipped","Wed Mar 25 19:57:46 UTC 2026","Создание объявления","Объявления","",""
"","159","Positive: Получение объявления по ID","Сервис объявлений","Wed Mar 25 19:58:05 UTC 2026","passed","Wed Mar 25 19:58:05 UTC 2026","Получение объявления","Объявления","",""
"","155","Контракт: схема ошибки GET /api/1/statistic/invalid-id","Сервис объявлений","Wed Mar 25 19:58:34 UTC 2026","passed","Wed Mar 25 19:58:34 UTC 2026","HTTP-контракт","Объявления","",""
"","155","Контракт: схема ошибки GET /api/1/item/invalid-id","Сервис объявлений","Wed Mar 25 19:58:33 UTC 2026","passed","Wed Mar 25 19:58:34 UTC 2026","HTTP-контракт","Объявления","",""
"","156","Negative: Создание объявления без поля likes в statistics","Сервис объявлений","Wed Mar 25 19:57:49 UTC 2026","passed","Wed Mar 25 19:57:49 UTC 2026","Создание объявления","Объявления","",""
"","147","Negative: PATCH /api/2/statistic/:id возвращает 405","Сервис объявлений","Wed Mar 25 19:58:33 UTC 2026","passed","Wed Mar 25 19:58:33 UTC 2026","HTTP-контракт","Объявления","",""
"","476","Positive: Получение всех объявлений продавца","Сервис объявлений","Wed Mar 25 19:58:07 UTC 2026","passed","Wed Mar 25 19:58:08 UTC 2026","Получение объявлений продавца","Объявления","",""
"","146","Negative: PUT /api/1/item/:id возвращает 405","Сервис объявлений","Wed Mar 25 19:58:31 UTC 2026","passed","Wed Mar 25 19:58:32 UTC 2026","HTTP-контракт","Объявления","",""
"","169","Positive: Получение объявлений продавца без объявлений","Сервис объявлений","Wed Mar 25 19:58:08 UTC 2026","passed","Wed Mar 25 19:58:08 UTC 2026","Получение объявлений продавца","Объявления","",""
"","147","Positive: GET /statistic/:id возвращает объект, а не массив","Сервис объявлений","Wed Mar 25 19:58:26 UTC 2026","skipped","Wed Mar 25 19:58:26 UTC 2026","Получение статистики","Статистика","",""
"","1249","Positive: Полный жизненный цикл объявления: создание -> получение -> статистика -> удаление","Сервис объявлений","Wed Mar 25 19:58:01 UTC 2026","passed","Wed Mar 25 19:58:02 UTC 2026","E2E","E2E","",""
"","154","Negative: Получение объявления с невалидным форматом ID","Сервис объявлений","Wed Mar 25 19:58:07 UTC 2026","passed","Wed Mar 25 19:58:07 UTC 2026","Получение объявления","Объявления","",""
"","156","Negative: Создание объявления без поля name","Сервис объявлений","Wed Mar 25 19:57:48 UTC 2026","passed","Wed Mar 25 19:57:48 UTC 2026","Создание объявления","Объявления","",""
"","159","Negative: Создание объявления с name числом","Сервис объявлений","Wed Mar 25 19:57:54 UTC 2026","passed","Wed Mar 25 19:57:54 UTC 2026","Создание объявления","Объявления","",""
"","160","Negative: Создание объявления без поля contacts в statistics","Сервис объявлений","Wed Mar 25 19:57:49 UTC 2026","passed","Wed Mar 25 19:57:49 UTC 2026","Создание объявления","Объявления","",""
"","304","Contract: Создание объявления с лишним полем в корне тела - API игнорирует","Сервис объявлений","Wed Mar 25 19:57:58 UTC 2026","passed","Wed Mar 25 19:57:58 UTC 2026","Создание объявления","Объявления","",""
"","155","Negative: Создание объявления с sellerID строкой","Сервис объявлений","Wed Mar 25 19:57:53 UTC 2026","passed","Wed Mar 25 19:57:54 UTC 2026","Создание объявления","Объявления","",""
"","155","Negative: Создание объявления с viewCount дробным числом в statistics","Сервис объявлений","Wed Mar 25 19:57:56 UTC 2026","passed","Wed Mar 25 19:57:56 UTC 2026","Создание объявления","Объявления","",""
"","449","Positive: GET /item/:id не изменяет счетчик просмотров","Сервис объявлений","Wed Mar 25 19:58:27 UTC 2026","passed","Wed Mar 25 19:58:27 UTC 2026","Получение статистики","Статистика","",""
"","308","Positive: После удаления объявление отсутствует в списке продавца","Сервис объявлений","Wed Mar 25 19:58:00 UTC 2026","passed","Wed Mar 25 19:58:00 UTC 2026","Удаление объявления","Объявления","",""
"","154","Negative: Создание объявления с price дробным числом","Сервис объявлений","Wed Mar 25 19:57:54 UTC 2026","passed","Wed Mar 25 19:57:54 UTC 2026","Создание объявления","Объявления","",""
"","154","Negative: Получение объявлений с sellerID числом 2^53+1","Сервис объявлений","Wed Mar 25 19:58:25 UTC 2026","skipped","Wed Mar 25 19:58:25 UTC 2026","Получение объявлений продавца","Объявления","",""
"","145","Negative: PATCH /api/1/item возвращает 405","Сервис объявлений","Wed Mar 25 19:58:31 UTC 2026","passed","Wed Mar 25 19:58:31 UTC 2026","HTTP-контракт","Объявления","",""
"","157","Negative: Создание объявления с statistics строкой","Сервис объявлений","Wed Mar 25 19:57:54 UTC 2026","passed","Wed Mar 25 19:57:54 UTC 2026","Создание объявления","Объявления","",""
"","168","Negative: Создание объявления с именем из пробелов","Сервис объявлений","Wed Mar 25 19:57:52 UTC 2026","skipped","Wed Mar 25 19:57:53 UTC 2026","Создание объявления","Объявления","",""
"","157","Контракт: схема ошибки DELETE /api/2/item/07635d6e-b4f3-4011-91b1-d3fdba982d78","Сервис объявлений","Wed Mar 25 19:58:34 UTC 2026","passed","Wed Mar 25 19:58:34 UTC 2026","HTTP-контракт","Объявления","",""
"","155","Negative: Удаление с невалидным ID","Сервис объявлений","Wed Mar 25 19:58:01 UTC 2026","passed","Wed Mar 25 19:58:01 UTC 2026","Удаление объявления","Объявления","",""
"","153","Negative: Создание объявления со статистикой 2^53+1","Сервис объявлений","Wed Mar 25 19:57:53 UTC 2026","skipped","Wed Mar 25 19:57:53 UTC 2026","Создание объявления","Объявления","",""
"","146","Negative: PUT /api/1/item возвращает 405","Сервис объявлений","Wed Mar 25 19:58:31 UTC 2026","passed","Wed Mar 25 19:58:31 UTC 2026","HTTP-контракт","Объявления","",""
"","151","Security: Создание объявления с null-байтом в name возвращает 400","Сервис объявлений","Wed Mar 25 19:57:58 UTC 2026","skipped","Wed Mar 25 19:57:58 UTC 2026","Создание объявления","Объявления","",""
"","155","Контракт: схема ошибки GET /api/1/not_a_number/item","Сервис объявлений","Wed Mar 25 19:58:35 UTC 2026","passed","Wed Mar 25 19:58:35 UTC 2026","HTTP-контракт","Объявления","",""
"","302","Security: Создание объявления с SQL-инъекцией в name","Сервис объявлений","Wed Mar 25 19:57:57 UTC 2026","passed","Wed Mar 25 19:57:57 UTC 2026","Создание объявления","Объявления","",""
"","155","Negative: Создание объявления с пустым телом запроса","Сервис объявлений","Wed Mar 25 19:57:48 UTC 2026","passed","Wed Mar 25 19:57:49 UTC 2026","Создание объявления","Объявления","",""
"","155","Negative: Создание объявления без поля viewCount в statistics","Сервис объявлений","Wed Mar 25 19:57:49 UTC 2026","passed","Wed Mar 25 19:57:49 UTC 2026","Создание объявления","Объявления","",""
"","151","Negative: Создание объявления с отрицательным количеством просмотров","Сервис объявлений","Wed Mar 25 19:57:52 UTC 2026","skipped","Wed Mar 25 19:57:52 UTC 2026","Создание объявления","Объявления","",""
"","155","Negative: Создание объявления с sellerID дробным числом","Сервис объявлений","Wed Mar 25 19:57:54 UTC 2026","passed","Wed Mar 25 19:57:54 UTC 2026","Создание объявления","Объявления","",""
"","301","Positive: Статистика v1 и v2 возвращают одинаковые данные","Сервис объявлений","Wed Mar 25 19:58:28 UTC 2026","passed","Wed Mar 25 19:58:28 UTC 2026","Получение статистики","Статистика","",""
"","151","Контракт: схема ошибки GET /api/2/statistic/invalid-id","Сервис объявлений","Wed Mar 25 19:58:34 UTC 2026","skipped","Wed Mar 25 19:58:34 UTC 2026","HTTP-контракт","Объявления","",""
"","154","Negative: Создание объявления с viewCount строкой в statistics","Сервис объявлений","Wed Mar 25 19:57:55 UTC 2026","passed","Wed Mar 25 19:57:55 UTC 2026","Создание объявления","Объявления","",""
"","158","Контракт: схема ошибки DELETE /api/2/item/invalid-id","Сервис объявлений","Wed Mar 25 19:58:34 UTC 2026","passed","Wed Mar 25 19:58:34 UTC 2026","HTTP-контракт","Объявления","",""
"","176","Negative: Создание объявления с именем из 10000 символов","Сервис объявлений","Wed Mar 25 19:57:53 UTC 2026","skipped","Wed Mar 25 19:57:53 UTC 2026","Создание объявления","Объявления","",""
"","145","Negative: PATCH /api/2/item/:id возвращает 405","Сервис объявлений","Wed Mar 25 19:58:32 UTC 2026","passed","Wed Mar 25 19:58:33 UTC 2026","HTTP-контракт","Объявления","",""
"","153","Security: GET /item/:id с SQL-инъекцией в ID возвращает 400, не 500","Сервис объявлений","Wed Mar 25 19:58:07 UTC 2026","passed","Wed Mar 25 19:58:07 UTC 2026","Получение объявления","Объявления","",""
"","153","Positive: Удаление существующего объявления","Сервис объявлений","Wed Mar 25 19:57:59 UTC 2026","passed","Wed Mar 25 19:57:59 UTC 2026","Удаление объявления","Объявления","",""
"","292","Negative: Получение статистики по удалённому объявлению возвращает 404 (v1)","Сервис объявлений","Wed Mar 25 19:58:28 UTC 2026","skipped","Wed Mar 25 19:58:29 UTC 2026","Получение статистики","Статистика","",""
"","146","Negative: PATCH /api/1/:sellerID/item возвращает 405","Сервис объявлений","Wed Mar 25 19:58:32 UTC 2026","passed","Wed Mar 25 19:58:32 UTC 2026","HTTP-контракт","Объявления","",""
"","156","Контракт: схема ошибки GET /api/1/statistic/07cb78f5-4fa8-42b0-9d8d-bf17b31c7140","Сервис объявлений","Wed Mar 25 19:58:34 UTC 2026","passed","Wed Mar 25 19:58:34 UTC 2026","HTTP-контракт","Объявления","",""
"","158","Negative: Удаление объявления по случайному несуществующему UUID","Сервис объявлений","Wed Mar 25 19:58:01 UTC 2026","skipped","Wed Mar 25 19:58:01 UTC 2026","Удаление объявления","Объявления","",""
"","145","Negative: PUT /api/1/:sellerID/item возвращает 405","Сервис объявлений","Wed Mar 25 19:58:32 UTC 2026","passed","Wed Mar 25 19:58:32 UTC 2026","HTTP-контракт","Объявления","",""
"","1245","Positive: Создание нескольких объявлений продавца -> получение списка -> удаление всех","Сервис объявлений","Wed Mar 25 19:58:03 UTC 2026","passed","Wed Mar 25 19:58:05 UTC 2026","E2E","E2E","",""
"","155","Negative: Создание объявления с price как null","Сервис объявлений","Wed Mar 25 19:57:55 UTC 2026","passed","Wed Mar 25 19:57:55 UTC 2026","Создание объявления","Объявления","",""
"","145","Negative: PATCH /api/1/item/:id возвращает 405","Сервис объявлений","Wed Mar 25 19:58:32 UTC 2026","passed","Wed Mar 25 19:58:32 UTC 2026","HTTP-контракт","Объявления","",""
"","308","Negative: Повторное удаление одного объявления возвращает 404","Сервис объявлений","Wed Mar 25 19:58:00 UTC 2026","skipped","Wed Mar 25 19:58:01 UTC 2026","Удаление объявления","Объявления","",""
"","156","Контракт: схема ошибки GET /api/2/statistic/ae0d52cb-7dfb-4ab0-a6a2-4ca2b57cea62","Сервис объявлений","Wed Mar 25 19:58:34 UTC 2026","passed","Wed Mar 25 19:58:35 UTC 2026","HTTP-контракт","Объявления","",""
"","151","Negative: Получение объявлений с sellerID дробным числом","Сервис объявлений","Wed Mar 25 19:58:24 UTC 2026","passed","Wed Mar 25 19:58:25 UTC 2026","Получение объявлений продавца","Объявления","",""
"","155","Negative: Создание объявления с viewCount как null в statistics","Сервис объявлений","Wed Mar 25 19:57:56 UTC 2026","passed","Wed Mar 25 19:57:56 UTC 2026","Создание объявления","Объявления","",""
"","155","Positive: GET /item/:id возвращает объект, а не массив","Сервис объявлений","Wed Mar 25 19:58:06 UTC 2026","skipped","Wed Mar 25 19:58:06 UTC 2026","Получение объявления","Объявления","",""
"","151","Negative: Получение объявлений с невалидным sellerID (строка)","Сервис объявлений","Wed Mar 25 19:58:24 UTC 2026","passed","Wed Mar 25 19:58:24 UTC 2026","Получение объявлений продавца","Объявления","",""
"","278","Negative: PUT /api/2/statistic/:id возвращает 405","Сервис объявлений","Wed Mar 25 19:58:33 UTC 2026","passed","Wed Mar 25 19:58:33 UTC 2026","HTTP-контракт","Объявления","",""
"","315","Contract: Создание объявления с лишним полем в statistics - API игнорирует","Сервис объявлений","Wed Mar 25 19:57:59 UTC 2026","passed","Wed Mar 25 19:57:59 UTC 2026","Создание объявления","Объявления","",""
"","155","Negative: Создание объявления с телом запроса в виде массива","Сервис объявлений","Wed Mar 25 19:57:57 UTC 2026","passed","Wed Mar 25 19:57:57 UTC 2026","Создание объявления","Объявления","",""
"","392","Negative: Создание объявления с пустым объектом statistics","Сервис объявлений","Wed Mar 25 19:57:49 UTC 2026","passed","Wed Mar 25 19:57:49 UTC 2026","Создание объявления","Объявления","",""
"","156","Negative: Создание объявления с contacts как null в statistics","Сервис объявлений","Wed Mar 25 19:57:56 UTC 2026","passed","Wed Mar 25 19:57:57 UTC 2026","Создание объявления","Объявления","",""
"","156","Negative: POST /api/1/item с Content-Type text/xml","Сервис объявлений","Wed Mar 25 19:58:33 UTC 2026","skipped","Wed Mar 25 19:58:33 UTC 2026","HTTP-контракт","Объявления","",""
"","811","Positive: Создание объявления с валидными данными","Сервис объявлений","Wed Mar 25 19:57:44 UTC 2026","passed","Wed Mar 25 19:57:45 UTC 2026","Создание объявления","Объявления","",""
"","307","Positive: Создание объявления с минимальной ценой (price = 1)","Сервис объявлений","Wed Mar 25 19:57:47 UTC 2026","passed","Wed Mar 25 19:57:47 UTC 2026","Создание объявления","Объявления","",""
"","153","Security: Создание объявления с составным эмодзи в name","Сервис объявлений","Wed Mar 25 19:57:58 UTC 2026","passed","Wed Mar 25 19:57:58 UTC 2026","Создание объявления","Объявления","",""
"","152","Negative: Получение статистики с невалидным форматом ID (v1)","Сервис объявлений","Wed Mar 25 19:58:29 UTC 2026","passed","Wed Mar 25 19:58:30 UTC 2026","Получение статистики","Статистика","",""
"","7908","Positive: Получение 50 объявлений продавца без пагинации","Сервис объявлений","Wed Mar 25 19:58:08 UTC 2026","passed","Wed Mar 25 19:58:16 UTC 2026","Получение объявлений продавца","Объявления","",""
"","162","Positive: Поле createdAt содержит валидную дату в формате ISO 8601","Сервис объявлений","Wed Mar 25 19:58:05 UTC 2026","skipped","Wed Mar 25 19:58:05 UTC 2026","Получение объявления","Объявления","",""
"","150","Negative: Создание объявления с отрицательным количеством контактов","Сервис объявлений","Wed Mar 25 19:57:52 UTC 2026","skipped","Wed Mar 25 19:57:52 UTC 2026","Создание объявления","Объявления","",""
"","612","Positive: Кросс-версия: создание v1, статистика v2, удаление v2","Сервис объявлений","Wed Mar 25 19:58:03 UTC 2026","passed","Wed Mar 25 19:58:03 UTC 2026","E2E","E2E","",""
"","150","Negative: Создание объявления с sellerID = 2^53+1","Сервис объявлений","Wed Mar 25 19:57:51 UTC 2026","skipped","Wed Mar 25 19:57:51 UTC 2026","Создание объявления","Объявления","",""
"","896","Positive: SLA и Content-Type для успешных ответов всех эндпоинтов","Сервис объявлений","Wed Mar 25 19:58:30 UTC 2026","passed","Wed Mar 25 19:58:31 UTC 2026","HTTP-контракт","Объявления","",""
"","157","Negative: Создание объявления с likes как null в statistics","Сервис объявлений","Wed Mar 25 19:57:56 UTC 2026","passed","Wed Mar 25 19:57:56 UTC 2026","Создание объявления","Объявления","",""
"","151","Positive: Получение статистики по объявлению (v1)","Сервис объявлений","Wed Mar 25 19:58:25 UTC 2026","passed","Wed Mar 25 19:58:25 UTC 2026","Получение статистики","Статистика","",""
"","152","Positive: Ответ на создание объявления содержит полный объект объявления","Сервис объявлений","Wed Mar 25 19:57:45 UTC 2026","skipped","Wed Mar 25 19:57:46 UTC 2026","Создание объявления","Объявления","",""
"","156","Negative: Создание объявления с отрицательной ценой","Сервис объявлений","Wed Mar 25 19:57:50 UTC 2026","skipped","Wed Mar 25 19:57:50 UTC 2026","Создание объявления","Объявления","",""
"","154","Negative: Создание объявления с name как null","Сервис объявлений","Wed Mar 25 19:57:55 UTC 2026","passed","Wed Mar 25 19:57:55 UTC 2026","Создание объявления","Объявления","",""
"","155","Negative: Создание объявления с ценой = 0","Сервис объявлений","Wed Mar 25 19:57:50 UTC 2026","passed","Wed Mar 25 19:57:50 UTC 2026","Создание объявления","Объявления","",""
"","160","Negative: Создание объявления с statistics как null","Сервис объявлений","Wed Mar 25 19:57:55 UTC 2026","passed","Wed Mar 25 19:57:55 UTC 2026","Создание объявления","Объявления","",""
"","166","Negative: Получение статистики по случайному несуществующему ID возвращает 404 (v1)","Сервис объявлений","Wed Mar 25 19:58:29 UTC 2026","passed","Wed Mar 25 19:58:29 UTC 2026","Получение статистики","Статистика","",""
"","158","Контракт: схема ошибки GET /api/1/item/04991d05-e098-4ead-8300-4ddb68bd1e6d","Сервис объявлений","Wed Mar 25 19:58:34 UTC 2026","passed","Wed Mar 25 19:58:34 UTC 2026","HTTP-контракт","Объявления","",""
"","156","Negative: Создание объявления без поля sellerID","Сервис объявлений","Wed Mar 25 19:57:48 UTC 2026","passed","Wed Mar 25 19:57:48 UTC 2026","Создание объявления","Объявления","",""
"","155","Negative: Создание объявления с contacts дробным числом в statistics","Сервис объявлений","Wed Mar 25 19:57:56 UTC 2026","passed","Wed Mar 25 19:57:56 UTC 2026","Создание объявления","Объявления","",""
"","151","Positive: Получение статистики по объявлению (v2)","Сервис объявлений","Wed Mar 25 19:58:26 UTC 2026","passed","Wed Mar 25 19:58:26 UTC 2026","Получение статистики","Статистика","",""
"","305","Security: Создание объявления с XSS в name","Сервис объявлений","Wed Mar 25 19:57:57 UTC 2026","passed","Wed Mar 25 19:57:58 UTC 2026","Создание объявления","Объявления","",""
"","154","Negative: Создание объявления с likes строкой в statistics","Сервис объявлений","Wed Mar 25 19:57:55 UTC 2026","passed","Wed Mar 25 19:57:55 UTC 2026","Создание объявления","Объявления","",""
"","313","Positive: Создание объявления с sellerID = INT_MAX (2^31-1)","Сервис объявлений","Wed Mar 25 19:57:47 UTC 2026","passed","Wed Mar 25 19:57:47 UTC 2026","Создание объявления","Объявления","",""
"","295","Negative: Получение статистики по удалённому объявлению возвращает 404 (v2)","Сервис объявлений","Wed Mar 25 19:58:29 UTC 2026","skipped","Wed Mar 25 19:58:29 UTC 2026","Получение статистики","Статистика","",""
"","151","Negative: Получение статистики по случайному несуществующему ID возвращает 404 (v2)","Сервис объявлений","Wed Mar 25 19:58:29 UTC 2026","passed","Wed Mar 25 19:58:29 UTC 2026","Получение статистики","Статистика","",""
"","146","Negative: PUT /api/1/statistic/:id возвращает 405","Сервис объявлений","Wed Mar 25 19:58:32 UTC 2026","passed","Wed Mar 25 19:58:32 UTC 2026","HTTP-контракт","Объявления","",""
"","155","Negative: POST /api/1/item с Content-Type text/plain","Сервис объявлений","Wed Mar 25 19:58:33 UTC 2026","skipped","Wed Mar 25 19:58:33 UTC 2026","HTTP-контракт","Объявления","",""
"","309","Positive: После удаления GET возвращает 404","Сервис объявлений","Wed Mar 25 19:58:00 UTC 2026","passed","Wed Mar 25 19:58:00 UTC 2026","Удаление объявления","Объявления","",""
"","156","Negative: Создание объявления без поля statistics","Сервис объявлений","Wed Mar 25 19:57:49 UTC 2026","passed","Wed Mar 25 19:57:50 UTC 2026","Создание объявления","Объявления","",""
"","162","Negative: Создание объявления с ценой 2^53 + 1 (переполнение)","Сервис объявлений","Wed Mar 25 19:57:50 UTC 2026","skipped","Wed Mar 25 19:57:50 UTC 2026","Создание объявления","Объявления","",""
"","308","Positive: Создание объявления с минимальной ненулевой статистикой","Сервис объявлений","Wed Mar 25 19:57:47 UTC 2026","passed","Wed Mar 25 19:57:48 UTC 2026","Создание объявления","Объявления","",""
"","145","Negative: PUT /api/2/item/:id возвращает 405","Сервис объявлений","Wed Mar 25 19:58:32 UTC 2026","passed","Wed Mar 25 19:58:32 UTC 2026","HTTP-контракт","Объявления","",""
"","163","Negative: Создание объявления с statistics как массив","Сервис объявлений","Wed Mar 25 19:57:55 UTC 2026","passed","Wed Mar 25 19:57:55 UTC 2026","Создание объявления","Объявления","",""
"","155","Negative: Создание объявления с price строкой","Сервис объявлений","Wed Mar 25 19:57:54 UTC 2026","passed","Wed Mar 25 19:57:54 UTC 2026","Создание объявления","Объявления","",""
"","146","Negative: PATCH /api/1/statistic/:id возвращает 405","Сервис объявлений","Wed Mar 25 19:58:32 UTC 2026","passed","Wed Mar 25 19:58:32 UTC 2026","HTTP-контракт","Объявления","",""
"","317","Negative: Получение объявления с несуществующим ID","Сервис объявлений","Wed Mar 25 19:58:07 UTC 2026","passed","Wed Mar 25 19:58:07 UTC 2026","Получение объявления","Объявления","",""
"","147","Negative: Получение статистики с невалидным форматом ID (v2)","Сервис объявлений","Wed Mar 25 19:58:30 UTC 2026","skipped","Wed Mar 25 19:58:30 UTC 2026","Получение статистики","Статистика","",""
